"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"8:35:39.9566818 PM","csgo.exe","17860","RegQueryValue","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\KMD_DirectCaptureFrameGenPacingMode","NAME NOT FOUND","Length: 0"
"8:35:39.9567712 PM","csgo.exe","17860","RegQueryValue","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\KMD_DirectCaptureFramePacerFilter0WindowLen","NAME NOT FOUND","Length: 0"
"8:35:39.9568616 PM","csgo.exe","17860","RegQueryValue","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\KMD_DirectCaptureFramePacerFilter1WindowLen","NAME NOT FOUND","Length: 0"
"8:35:39.9569515 PM","csgo.exe","17860","RegQueryValue","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\KMD_DirectCaptureFramePacerKP_Num","NAME NOT FOUND","Length: 0"
"8:35:39.9570419 PM","csgo.exe","17860","RegQueryValue","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\KMD_DirectCaptureFramePacerKP_Den","NAME NOT FOUND","Length: 0"
"8:35:39.9571309 PM","csgo.exe","17860","RegQueryValue","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\KMD_DirectCaptureFramePacerKI_Num","NAME NOT FOUND","Length: 0"
"8:35:39.9572221 PM","csgo.exe","17860","RegQueryValue","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\KMD_DirectCaptureFramePacerKI_Den","NAME NOT FOUND","Length: 0"
"8:35:39.9573130 PM","csgo.exe","17860","RegQueryValue","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\KMD_DirectCaptureFramePacerKD_Num","NAME NOT FOUND","Length: 0"
"8:35:39.9574034 PM","csgo.exe","17860","RegQueryValue","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\KMD_DirectCaptureFramePacerKD_Den","NAME NOT FOUND","Length: 0"
"8:35:39.9574937 PM","csgo.exe","17860","RegQueryValue","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\KMD_DirectCaptureFramePacerKI_Length","NAME NOT FOUND","Length: 0"
"8:35:39.9575836 PM","csgo.exe","17860","RegQueryValue","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\KMD_DirectCaptureFramePacerSpikeUpperThreshold","NAME NOT FOUND","Length: 0"
"8:35:39.9576730 PM","csgo.exe","17860","RegQueryValue","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\KMD_DirectCaptureFramePacerSpikeLowerThreshold","NAME NOT FOUND","Length: 0"
"8:35:39.9577629 PM","csgo.exe","17860","RegQueryValue","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\KMD_DirectCaptureFramePacerSpikeRampLength","NAME NOT FOUND","Length: 0"
"8:35:39.9578523 PM","csgo.exe","17860","RegQueryValue","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\KMD_DirectCaptureFramePacerStaticOffset0","NAME NOT FOUND","Length: 0"
"8:35:39.9579431 PM","csgo.exe","17860","RegQueryValue","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\KMD_DirectCaptureFramePacerStaticOffset1","NAME NOT FOUND","Length: 0"
"8:35:39.9580325 PM","csgo.exe","17860","RegQueryValue","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\KMD_DirectCaptureEnableLKD","NAME NOT FOUND","Length: 0"
"8:35:39.9581234 PM","csgo.exe","17860","RegQueryValue","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\KMD_DirectCaptureFrameGenDwm","NAME NOT FOUND","Length: 0"
"8:35:39.9582138 PM","csgo.exe","17860","RegQueryValue","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\KMD_DirectCaptureUseUmdFrameIndex","NAME NOT FOUND","Length: 0"
"8:35:39.9583055 PM","csgo.exe","17860","RegQueryValue","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\KMD_DirectCaptureHandleNoRenderPresent","NAME NOT FOUND","Length: 0"
"8:35:39.9583950 PM","csgo.exe","17860","RegQueryValue","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\KMD_DirectCaptureBlockFlipOverride","NAME NOT FOUND","Length: 0"
"8:35:39.9584849 PM","csgo.exe","17860","RegQueryValue","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\KMD_DirectCaptureFrameGenOemOverride","NAME NOT FOUND","Length: 0"
"8:35:39.9585790 PM","csgo.exe","17860","RegQueryValue","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\KMD_DirectCapturePostFlipSupport","NAME NOT FOUND","Length: 0"
"8:35:39.9586684 PM","csgo.exe","17860","RegQueryValue","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\KMD_DirectCapturePostFlipRsyncSupport","NAME NOT FOUND","Length: 0"
"8:35:39.9587484 PM","csgo.exe","17860","RegOpenKey","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\UMD\DX9P\","NAME NOT FOUND","Desired Access: Read"
"8:35:39.9587801 PM","csgo.exe","17860","RegOpenKey","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\UMD\DX9P\PAL","NAME NOT FOUND","Desired Access: Read"
"8:35:39.9588098 PM","csgo.exe","17860","RegOpenKey","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\UMD\DX9P\PAL\GFX9","NAME NOT FOUND","Desired Access: Read"
"8:35:39.9588388 PM","csgo.exe","17860","RegOpenKey","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\UMD\DX9P\PAL\GFX12","NAME NOT FOUND","Desired Access: Read"
"8:35:39.9588661 PM","csgo.exe","17860","RegQueryValue","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\KMD_ACFIGPMemBandwidthFactor","NAME NOT FOUND","Length: 134"
"8:35:39.9593956 PM","csgo.exe","17860","RegQueryValue","HKLM\System\CurrentControlSet\Control\WMI\Security\00000000-0000-0000-0000-000000000000","NAME NOT FOUND","Length: 346"
"8:35:39.9594510 PM","csgo.exe","17860","RegOpenKey","HKLM\System\CurrentControlSet\Control\WMI\Restrictions","NAME NOT FOUND","Desired Access: Read"
"8:35:39.9594793 PM","csgo.exe","17860","RegOpenKey","HKLM\System\CurrentControlSet\Control\WMI\Restrictions","NAME NOT FOUND","Desired Access: Read"
"8:35:39.9595791 PM","csgo.exe","17860","RegQueryValue","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\KMD_DirectCaptureForceCursorCallback","NAME NOT FOUND","Length: 0"
"8:35:39.9596685 PM","csgo.exe","17860","RegQueryValue","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\KMD_DirectCaptureMonochromeScaling","NAME NOT FOUND","Length: 0"
"8:35:39.9597575 PM","csgo.exe","17860","RegQueryValue","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\KMD_DirectCaptureFrameGenRatio","NAME NOT FOUND","Length: 0"
"8:35:39.9598470 PM","csgo.exe","17860","RegQueryValue","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\KMD_DirectCaptureFrameGenPacingMode","NAME NOT FOUND","Length: 0"
"8:35:39.9599392 PM","csgo.exe","17860","RegQueryValue","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\KMD_DirectCaptureFramePacerFilter0WindowLen","NAME NOT FOUND","Length: 0"
"8:35:39.9600282 PM","csgo.exe","17860","RegQueryValue","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\KMD_DirectCaptureFramePacerFilter1WindowLen","NAME NOT FOUND","Length: 0"
"8:35:39.9601195 PM","csgo.exe","17860","RegQueryValue","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\KMD_DirectCaptureFramePacerKP_Num","NAME NOT FOUND","Length: 0"
"8:35:39.9602216 PM","csgo.exe","17860","RegQueryValue","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\KMD_DirectCaptureFramePacerKP_Den","NAME NOT FOUND","Length: 0"
"8:35:39.9603106 PM","csgo.exe","17860","RegQueryValue","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\KMD_DirectCaptureFramePacerKI_Num","NAME NOT FOUND","Length: 0"
"8:35:39.9603996 PM","csgo.exe","17860","RegQueryValue","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\KMD_DirectCaptureFramePacerKI_Den","NAME NOT FOUND","Length: 0"
"8:35:39.9604904 PM","csgo.exe","17860","RegQueryValue","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\KMD_DirectCaptureFramePacerKD_Num","NAME NOT FOUND","Length: 0"
"8:35:39.9605793 PM","csgo.exe","17860","RegQueryValue","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\KMD_DirectCaptureFramePacerKD_Den","NAME NOT FOUND","Length: 0"
"8:35:39.9606678 PM","csgo.exe","17860","RegQueryValue","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\KMD_DirectCaptureFramePacerKI_Length","NAME NOT FOUND","Length: 0"
"8:35:39.9607553 PM","csgo.exe","17860","RegQueryValue","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\KMD_DirectCaptureFramePacerSpikeUpperThreshold","NAME NOT FOUND","Length: 0"
"8:35:39.9608447 PM","csgo.exe","17860","RegQueryValue","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\KMD_DirectCaptureFramePacerSpikeLowerThreshold","NAME NOT FOUND","Length: 0"
"8:35:39.9609347 PM","csgo.exe","17860","RegQueryValue","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\KMD_DirectCaptureFramePacerSpikeRampLength","NAME NOT FOUND","Length: 0"
"8:35:39.9610246 PM","csgo.exe","17860","RegQueryValue","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\KMD_DirectCaptureFramePacerStaticOffset0","NAME NOT FOUND","Length: 0"
"8:35:39.9611135 PM","csgo.exe","17860","RegQueryValue","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\KMD_DirectCaptureFramePacerStaticOffset1","NAME NOT FOUND","Length: 0"
"8:35:39.9612039 PM","csgo.exe","17860","RegQueryValue","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\KMD_DirectCaptureEnableLKD","NAME NOT FOUND","Length: 0"
"8:35:39.9612928 PM","csgo.exe","17860","RegQueryValue","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\KMD_DirectCaptureFrameGenDwm","NAME NOT FOUND","Length: 0"
"8:35:39.9613813 PM","csgo.exe","17860","RegQueryValue","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\KMD_DirectCaptureUseUmdFrameIndex","NAME NOT FOUND","Length: 0"
"8:35:39.9614707 PM","csgo.exe","17860","RegQueryValue","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\KMD_DirectCaptureHandleNoRenderPresent","NAME NOT FOUND","Length: 0"
"8:35:39.9615587 PM","csgo.exe","17860","RegQueryValue","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\KMD_DirectCaptureBlockFlipOverride","NAME NOT FOUND","Length: 0"
"8:35:39.9616476 PM","csgo.exe","17860","RegQueryValue","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\KMD_DirectCaptureFrameGenOemOverride","NAME NOT FOUND","Length: 0"
"8:35:39.9617370 PM","csgo.exe","17860","RegQueryValue","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\KMD_DirectCaptureForceCursorCallback","NAME NOT FOUND","Length: 0"
"8:35:39.9618270 PM","csgo.exe","17860","RegQueryValue","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\KMD_DirectCaptureMonochromeScaling","NAME NOT FOUND","Length: 0"
"8:35:39.9619178 PM","csgo.exe","17860","RegQueryValue","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\KMD_DirectCaptureFrameGenRatio","NAME NOT FOUND","Length: 0"
"8:35:39.9620077 PM","csgo.exe","17860","RegQueryValue","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\KMD_DirectCaptureFrameGenPacingMode","NAME NOT FOUND","Length: 0"
"8:35:39.9620971 PM","csgo.exe","17860","RegQueryValue","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\KMD_DirectCaptureFramePacerFilter0WindowLen","NAME NOT FOUND","Length: 0"
"8:35:39.9622319 PM","csgo.exe","17860","RegQueryValue","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\KMD_DirectCaptureFramePacerFilter1WindowLen","NAME NOT FOUND","Length: 0"
"8:35:39.9623999 PM","csgo.exe","17860","RegQueryValue","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\KMD_DirectCaptureFramePacerKP_Num","NAME NOT FOUND","Length: 0"
"8:35:39.9625116 PM","csgo.exe","17860","RegQueryValue","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\KMD_DirectCaptureFramePacerKP_Den","NAME NOT FOUND","Length: 0"
"8:35:39.9626247 PM","csgo.exe","17860","RegQueryValue","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\KMD_DirectCaptureFramePacerKI_Num","NAME NOT FOUND","Length: 0"
"8:35:39.9627344 PM","csgo.exe","17860","RegQueryValue","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\KMD_DirectCaptureFramePacerKI_Den","NAME NOT FOUND","Length: 0"
"8:35:39.9628531 PM","csgo.exe","17860","RegQueryValue","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\KMD_DirectCaptureFramePacerKD_Num","NAME NOT FOUND","Length: 0"
"8:35:39.9629454 PM","csgo.exe","17860","RegQueryValue","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\KMD_DirectCaptureFramePacerKD_Den","NAME NOT FOUND","Length: 0"
"8:35:39.9630362 PM","csgo.exe","17860","RegQueryValue","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\KMD_DirectCaptureFramePacerKI_Length","NAME NOT FOUND","Length: 0"
"8:35:39.9631256 PM","csgo.exe","17860","RegQueryValue","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\KMD_DirectCaptureFramePacerSpikeUpperThreshold","NAME NOT FOUND","Length: 0"
"8:35:39.9632189 PM","csgo.exe","17860","RegQueryValue","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\KMD_DirectCaptureFramePacerSpikeLowerThreshold","NAME NOT FOUND","Length: 0"
"8:35:39.9633083 PM","csgo.exe","17860","RegQueryValue","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\KMD_DirectCaptureFramePacerSpikeRampLength","NAME NOT FOUND","Length: 0"
"8:35:39.9633981 PM","csgo.exe","17860","RegQueryValue","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\KMD_DirectCaptureFramePacerStaticOffset0","NAME NOT FOUND","Length: 0"
"8:35:39.9634899 PM","csgo.exe","17860","RegQueryValue","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\KMD_DirectCaptureFramePacerStaticOffset1","NAME NOT FOUND","Length: 0"
"8:35:39.9635799 PM","csgo.exe","17860","RegQueryValue","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\KMD_DirectCaptureEnableLKD","NAME NOT FOUND","Length: 0"
"8:35:39.9636698 PM","csgo.exe","17860","RegQueryValue","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\KMD_DirectCaptureFrameGenDwm","NAME NOT FOUND","Length: 0"
"8:35:39.9637615 PM","csgo.exe","17860","RegQueryValue","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\KMD_DirectCaptureUseUmdFrameIndex","NAME NOT FOUND","Length: 0"
"8:35:39.9638514 PM","csgo.exe","17860","RegQueryValue","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\KMD_DirectCaptureHandleNoRenderPresent","NAME NOT FOUND","Length: 0"
"8:35:39.9639413 PM","csgo.exe","17860","RegQueryValue","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\KMD_DirectCaptureBlockFlipOverride","NAME NOT FOUND","Length: 0"
"8:35:39.9640312 PM","csgo.exe","17860","RegQueryValue","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\KMD_DirectCaptureFrameGenOemOverride","NAME NOT FOUND","Length: 0"
"8:35:39.9641202 PM","csgo.exe","17860","RegQueryValue","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\KMD_DirectCapturePostFlipSupport","NAME NOT FOUND","Length: 0"
"8:35:39.9642119 PM","csgo.exe","17860","RegQueryValue","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\KMD_DirectCapturePostFlipRsyncSupport","NAME NOT FOUND","Length: 0"
"8:35:39.9648336 PM","csgo.exe","17860","RegQueryValue","HKLM\System\CurrentControlSet\Control\WMI\Security\00000000-0000-0000-0000-000000000000","NAME NOT FOUND","Length: 346"
"8:35:39.9648923 PM","csgo.exe","17860","RegOpenKey","HKLM\System\CurrentControlSet\Control\WMI\Restrictions","NAME NOT FOUND","Desired Access: Read"
"8:35:39.9649221 PM","csgo.exe","17860","RegOpenKey","HKLM\System\CurrentControlSet\Control\WMI\Restrictions","NAME NOT FOUND","Desired Access: Read"
"8:35:39.9650224 PM","csgo.exe","17860","RegQueryValue","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\KMD_DirectCaptureForceCursorCallback","NAME NOT FOUND","Length: 0"
"8:35:39.9651132 PM","csgo.exe","17860","RegQueryValue","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\KMD_DirectCaptureMonochromeScaling","NAME NOT FOUND","Length: 0"
"8:35:39.9652021 PM","csgo.exe","17860","RegQueryValue","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\KMD_DirectCaptureFrameGenRatio","NAME NOT FOUND","Length: 0"
"8:35:39.9652911 PM","csgo.exe","17860","RegQueryValue","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\KMD_DirectCaptureFrameGenPacingMode","NAME NOT FOUND","Length: 0"
"8:35:39.9653806 PM","csgo.exe","17860","RegQueryValue","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\KMD_DirectCaptureFramePacerFilter0WindowLen","NAME NOT FOUND","Length: 0"
"8:35:39.9654695 PM","csgo.exe","17860","RegQueryValue","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\KMD_DirectCaptureFramePacerFilter1WindowLen","NAME NOT FOUND","Length: 0"
"8:35:39.9655589 PM","csgo.exe","17860","RegQueryValue","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\KMD_DirectCaptureFramePacerKP_Num","NAME NOT FOUND","Length: 0"
"8:35:39.9656488 PM","csgo.exe","17860","RegQueryValue","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\KMD_DirectCaptureFramePacerKP_Den","NAME NOT FOUND","Length: 0"
"8:35:39.9657378 PM","csgo.exe","17860","RegQueryValue","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\KMD_DirectCaptureFramePacerKI_Num","NAME NOT FOUND","Length: 0"
"8:35:39.9658267 PM","csgo.exe","17860","RegQueryValue","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\KMD_DirectCaptureFramePacerKI_Den","NAME NOT FOUND","Length: 0"
"8:35:39.9659156 PM","csgo.exe","17860","RegQueryValue","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\KMD_DirectCaptureFramePacerKD_Num","NAME NOT FOUND","Length: 0"
"8:35:39.9660041 PM","csgo.exe","17860","RegQueryValue","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\KMD_DirectCaptureFramePacerKD_Den","NAME NOT FOUND","Length: 0"
"8:35:39.9660954 PM","csgo.exe","17860","RegQueryValue","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\KMD_DirectCaptureFramePacerKI_Length","NAME NOT FOUND","Length: 0"
"8:35:39.9661834 PM","csgo.exe","17860","RegQueryValue","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\KMD_DirectCaptureFramePacerSpikeUpperThreshold","NAME NOT FOUND","Length: 0"
"8:35:39.9662724 PM","csgo.exe","17860","RegQueryValue","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\KMD_DirectCaptureFramePacerSpikeLowerThreshold","NAME NOT FOUND","Length: 0"
"8:35:39.9663604 PM","csgo.exe","17860","RegQueryValue","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\KMD_DirectCaptureFramePacerSpikeRampLength","NAME NOT FOUND","Length: 0"
"8:35:39.9664484 PM","csgo.exe","17860","RegQueryValue","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\KMD_DirectCaptureFramePacerStaticOffset0","NAME NOT FOUND","Length: 0"
"8:35:39.9665364 PM","csgo.exe","17860","RegQueryValue","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\KMD_DirectCaptureFramePacerStaticOffset1","NAME NOT FOUND","Length: 0"
"8:35:39.9666259 PM","csgo.exe","17860","RegQueryValue","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\KMD_DirectCaptureEnableLKD","NAME NOT FOUND","Length: 0"
"8:35:39.9667153 PM","csgo.exe","17860","RegQueryValue","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\KMD_DirectCaptureFrameGenDwm","NAME NOT FOUND","Length: 0"
"8:35:39.9668037 PM","csgo.exe","17860","RegQueryValue","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\KMD_DirectCaptureUseUmdFrameIndex","NAME NOT FOUND","Length: 0"
"8:35:39.9668926 PM","csgo.exe","17860","RegQueryValue","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\KMD_DirectCaptureHandleNoRenderPresent","NAME NOT FOUND","Length: 0"
"8:35:39.9669825 PM","csgo.exe","17860","RegQueryValue","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\KMD_DirectCaptureBlockFlipOverride","NAME NOT FOUND","Length: 0"
"8:35:39.9670710 PM","csgo.exe","17860","RegQueryValue","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\KMD_DirectCaptureFrameGenOemOverride","NAME NOT FOUND","Length: 0"
"8:35:39.9671619 PM","csgo.exe","17860","RegQueryValue","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\KMD_DirectCaptureForceCursorCallback","NAME NOT FOUND","Length: 0"
"8:35:39.9672532 PM","csgo.exe","17860","RegQueryValue","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\KMD_DirectCaptureMonochromeScaling","NAME NOT FOUND","Length: 0"
"8:35:39.9673435 PM","csgo.exe","17860","RegQueryValue","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\KMD_DirectCaptureFrameGenRatio","NAME NOT FOUND","Length: 0"
"8:35:39.9674334 PM","csgo.exe","17860","RegQueryValue","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\KMD_DirectCaptureFrameGenPacingMode","NAME NOT FOUND","Length: 0"
"8:35:39.9675232 PM","csgo.exe","17860","RegQueryValue","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\KMD_DirectCaptureFramePacerFilter0WindowLen","NAME NOT FOUND","Length: 0"
"8:35:39.9676122 PM","csgo.exe","17860","RegQueryValue","HKLM\System\CurrentControlSet\Control\Class\{4d36e968-e325-11ce-bfc1-08002be10318}\0000\KMD_DirectCaptureFramePacerFilter1WindowLen","NAME NOT FOUND","Length: 0"
