"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"8:35:25.5104741 PM","csgo.exe","17860","CreateFile","C:\Windows\SysWOW64\d3d.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"8:35:25.5583064 PM","csgo.exe","17860","CreateFile","C:\Windows\SysWOW64\d3d.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"8:35:25.5584114 PM","csgo.exe","17860","CreateFile","C:\Windows\SysWOW64\d3d.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"8:35:25.6048560 PM","csgo.exe","17860","CreateFile","C:\Windows\SysWOW64\d3d.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"8:35:25.6049624 PM","csgo.exe","17860","CreateFile","C:\Windows\SysWOW64\d3d.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"8:35:25.6523207 PM","csgo.exe","17860","CreateFile","C:\Windows\SysWOW64\d3d.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"8:35:25.6524286 PM","csgo.exe","17860","CreateFile","C:\Windows\SysWOW64\d3d.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"8:35:25.6997039 PM","csgo.exe","17860","CreateFile","C:\Windows\SysWOW64\d3d.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"8:35:25.6998113 PM","csgo.exe","17860","CreateFile","C:\Windows\SysWOW64\d3d.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"8:35:25.7521093 PM","csgo.exe","17860","CreateFile","C:\Windows\SysWOW64\d3d.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"8:35:25.7522140 PM","csgo.exe","17860","CreateFile","C:\Windows\SysWOW64\d3d.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"8:35:25.7992121 PM","csgo.exe","17860","CreateFile","C:\Windows\SysWOW64\d3d.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"8:35:25.7993256 PM","csgo.exe","17860","CreateFile","C:\Windows\SysWOW64\d3d.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"8:35:25.8459401 PM","csgo.exe","17860","CreateFile","C:\Windows\SysWOW64\d3d.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"8:35:25.8460446 PM","csgo.exe","17860","CreateFile","C:\Windows\SysWOW64\d3d.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"8:35:25.8924633 PM","csgo.exe","17860","CreateFile","C:\Windows\SysWOW64\d3d.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"8:35:25.8925678 PM","csgo.exe","17860","CreateFile","C:\Windows\SysWOW64\d3d.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"8:35:25.9389703 PM","csgo.exe","17860","CreateFile","C:\Windows\SysWOW64\d3d.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"8:35:25.9390791 PM","csgo.exe","17860","CreateFile","C:\Windows\SysWOW64\d3d.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"8:35:25.9884083 PM","csgo.exe","17860","CreateFile","C:\Windows\SysWOW64\d3d.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"8:35:25.9885133 PM","csgo.exe","17860","CreateFile","C:\Windows\SysWOW64\d3d.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"8:35:26.0351500 PM","csgo.exe","17860","CreateFile","C:\Windows\SysWOW64\d3d.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"8:35:26.0352532 PM","csgo.exe","17860","CreateFile","C:\Windows\SysWOW64\d3d.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"8:35:26.0816273 PM","csgo.exe","17860","CreateFile","C:\Windows\SysWOW64\d3d.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"8:35:26.0817418 PM","csgo.exe","17860","CreateFile","C:\Windows\SysWOW64\d3d.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"8:35:26.1284788 PM","csgo.exe","17860","CreateFile","C:\Windows\SysWOW64\d3d.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"8:35:26.1286425 PM","csgo.exe","17860","CreateFile","C:\Windows\SysWOW64\d3d.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"8:35:26.1766048 PM","csgo.exe","17860","CreateFile","C:\Windows\SysWOW64\d3d.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"8:35:26.1767095 PM","csgo.exe","17860","CreateFile","C:\Windows\SysWOW64\d3d.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"8:35:26.2297190 PM","csgo.exe","17860","CreateFile","C:\Windows\SysWOW64\d3d.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"8:35:26.2298236 PM","csgo.exe","17860","CreateFile","C:\Windows\SysWOW64\d3d.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"8:35:26.2763770 PM","csgo.exe","17860","CreateFile","C:\Windows\SysWOW64\d3d.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"8:35:26.2764840 PM","csgo.exe","17860","CreateFile","C:\Windows\SysWOW64\d3d.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"8:35:26.3229167 PM","csgo.exe","17860","CreateFile","C:\Windows\SysWOW64\d3d.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"8:35:26.3230198 PM","csgo.exe","17860","CreateFile","C:\Windows\SysWOW64\d3d.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"8:35:26.3693168 PM","csgo.exe","17860","CreateFile","C:\Windows\SysWOW64\d3d.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"8:35:26.3694210 PM","csgo.exe","17860","CreateFile","C:\Windows\SysWOW64\d3d.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"8:35:26.4176568 PM","csgo.exe","17860","CreateFile","C:\Windows\SysWOW64\d3d.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"8:35:26.4177826 PM","csgo.exe","17860","CreateFile","C:\Windows\SysWOW64\d3d.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"8:35:26.4698175 PM","csgo.exe","17860","CreateFile","C:\Windows\SysWOW64\d3d.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"8:35:26.4699340 PM","csgo.exe","17860","CreateFile","C:\Windows\SysWOW64\d3d.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"8:35:26.5165915 PM","csgo.exe","17860","CreateFile","C:\Windows\SysWOW64\d3d.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"8:35:26.5166965 PM","csgo.exe","17860","CreateFile","C:\Windows\SysWOW64\d3d.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"8:35:26.5630825 PM","csgo.exe","17860","CreateFile","C:\Windows\SysWOW64\d3d.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"8:35:26.5631880 PM","csgo.exe","17860","CreateFile","C:\Windows\SysWOW64\d3d.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"8:35:26.6097054 PM","csgo.exe","17860","CreateFile","C:\Windows\SysWOW64\d3d.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"8:35:26.6098105 PM","csgo.exe","17860","CreateFile","C:\Windows\SysWOW64\d3d.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"8:35:26.6565399 PM","csgo.exe","17860","CreateFile","C:\Windows\SysWOW64\d3d.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"8:35:26.6566477 PM","csgo.exe","17860","CreateFile","C:\Windows\SysWOW64\d3d.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"8:35:26.6738372 PM","csgo.exe","17860","QueryOpen","A:\SteamLibrary\steamapps\common\Counter-Strike Global Offensive\bin\AVIFIL32.dll","NAME NOT FOUND",""
"8:35:26.6783956 PM","csgo.exe","17860","QueryOpen","A:\SteamLibrary\steamapps\common\Counter-Strike Global Offensive\bin\MSVFW32.dll","NAME NOT FOUND",""
"8:35:26.6831533 PM","csgo.exe","17860","RegOpenKey","HKLM\Software\WOW6432Node\Microsoft\Windows\CurrentVersion\SideBySide\AssemblyStorageRoots","NAME NOT FOUND","Desired Access: Enumerate Sub Keys"
"8:35:26.6932794 PM","csgo.exe","17860","RegQueryValue","HKLM\System\CurrentControlSet\Control\Session Manager\ResourcePolicies","NAME NOT FOUND","Length: 24"
"8:35:26.7256024 PM","csgo.exe","17860","CreateFile","C:\Windows\SysWOW64\d3d.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"8:35:26.7257070 PM","csgo.exe","17860","CreateFile","C:\Windows\SysWOW64\d3d.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"8:35:26.7404029 PM","csgo.exe","17860","RegQueryValue","HKLM\System\CurrentControlSet\Control\Nls\CustomLocale\EMPTY","NAME NOT FOUND","Length: 120"
"8:35:26.7404185 PM","csgo.exe","17860","RegQueryValue","HKLM\System\CurrentControlSet\Control\Nls\CustomLocale\EMPTY","NAME NOT FOUND","Length: 120"
"8:35:26.7404796 PM","csgo.exe","17860","RegQueryValue","HKLM\System\CurrentControlSet\Control\Nls\Language\InstallLanguageFallback","NAME NOT FOUND","Length: 356"
"8:35:26.7405728 PM","csgo.exe","17860","RegQueryValue","HKLM\System\CurrentControlSet\Control\MUI\UILanguages\en-US\AlternateCodePage","NAME NOT FOUND","Length: 12"
"8:35:26.7406202 PM","csgo.exe","17860","RegOpenKey","HKLM\System\CurrentControlSet\Control\MUI\UILanguages\PendingDelete","NAME NOT FOUND","Desired Access: Read"
"8:35:26.7406452 PM","csgo.exe","17860","RegOpenKey","HKLM\SOFTWARE\Policies\Microsoft\MUI\Settings","NAME NOT FOUND","Desired Access: Read"
"8:35:26.7406944 PM","csgo.exe","17860","RegOpenKey","HKCU\Control Panel\Desktop\MuiCached\MachineLanguageConfiguration","NAME NOT FOUND","Desired Access: Read"
"8:35:26.7407757 PM","csgo.exe","17860","RegOpenKey","HKLM\SOFTWARE\Policies\Microsoft\MUI\Settings","NAME NOT FOUND","Desired Access: Read"
"8:35:26.7408193 PM","csgo.exe","17860","RegOpenKey","HKCU\Software\Policies\Microsoft\Control Panel\Desktop","NAME NOT FOUND","Desired Access: Read"
"8:35:26.7408490 PM","csgo.exe","17860","RegOpenKey","HKCU\Control Panel\Desktop\LanguageConfiguration","NAME NOT FOUND","Desired Access: Read"
"8:35:26.7408775 PM","csgo.exe","17860","RegOpenKey","HKLM\SOFTWARE\Policies\Microsoft\MUI\Settings","NAME NOT FOUND","Desired Access: Read"
"8:35:26.7409192 PM","csgo.exe","17860","RegOpenKey","HKCU\Software\Policies\Microsoft\Control Panel\Desktop","NAME NOT FOUND","Desired Access: Read"
"8:35:26.7409646 PM","csgo.exe","17860","RegQueryValue","HKCU\Control Panel\Desktop\PreferredUILanguages","NAME NOT FOUND","Length: 12"
"8:35:26.7410005 PM","csgo.exe","17860","RegOpenKey","HKLM\SOFTWARE\Policies\Microsoft\MUI\Settings","NAME NOT FOUND","Desired Access: Read"
"8:35:26.7411202 PM","csgo.exe","17860","RegOpenKey","HKLM\SOFTWARE\Microsoft\LanguageOverlay\OverlayPackages\en-US","NAME NOT FOUND","Desired Access: Read"
"8:35:26.7413042 PM","csgo.exe","17860","RegOpenKey","HKLM\Software\WOW6432Node\Microsoft\Windows NT\CurrentVersion\VFW","NAME NOT FOUND","Desired Access: Query Value"
"8:35:26.7732473 PM","csgo.exe","17860","CreateFile","C:\Windows\SysWOW64\d3d.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"8:35:26.7733523 PM","csgo.exe","17860","CreateFile","C:\Windows\SysWOW64\d3d.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"8:35:26.8208156 PM","csgo.exe","17860","CreateFile","C:\Windows\SysWOW64\d3d.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"8:35:26.8209225 PM","csgo.exe","17860","CreateFile","C:\Windows\SysWOW64\d3d.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"8:35:26.8672157 PM","csgo.exe","17860","CreateFile","C:\Windows\SysWOW64\d3d.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"8:35:26.8673197 PM","csgo.exe","17860","CreateFile","C:\Windows\SysWOW64\d3d.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"8:35:26.9141505 PM","csgo.exe","17860","CreateFile","C:\Windows\SysWOW64\d3d.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"8:35:26.9142554 PM","csgo.exe","17860","CreateFile","C:\Windows\SysWOW64\d3d.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"8:35:26.9608633 PM","csgo.exe","17860","CreateFile","C:\Windows\SysWOW64\d3d.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"8:35:26.9609698 PM","csgo.exe","17860","CreateFile","C:\Windows\SysWOW64\d3d.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"8:35:27.0168621 PM","csgo.exe","17860","CreateFile","C:\Windows\SysWOW64\d3d.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"8:35:27.0169800 PM","csgo.exe","17860","CreateFile","C:\Windows\SysWOW64\d3d.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"8:35:27.0654145 PM","csgo.exe","17860","CreateFile","C:\Windows\SysWOW64\d3d.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"8:35:27.0655828 PM","csgo.exe","17860","CreateFile","C:\Windows\SysWOW64\d3d.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"8:35:27.1167053 PM","csgo.exe","17860","CreateFile","C:\Windows\SysWOW64\d3d.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"8:35:27.1168343 PM","csgo.exe","17860","CreateFile","C:\Windows\SysWOW64\d3d.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"8:35:27.1669300 PM","csgo.exe","17860","CreateFile","C:\Windows\SysWOW64\d3d.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"8:35:27.1670365 PM","csgo.exe","17860","CreateFile","C:\Windows\SysWOW64\d3d.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"8:35:27.2147353 PM","csgo.exe","17860","CreateFile","C:\Windows\SysWOW64\d3d.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"8:35:27.2148418 PM","csgo.exe","17860","CreateFile","C:\Windows\SysWOW64\d3d.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"8:35:27.2297989 PM","csgo.exe","17860","RegQueryValue","HKLM\System\CurrentControlSet\Control\Nls\CustomLocale\en-US","NAME NOT FOUND","Length: 532"
"8:35:27.2298495 PM","csgo.exe","17860","RegQueryValue","HKLM\System\CurrentControlSet\Control\Nls\ExtendedLocale\en-US","NAME NOT FOUND","Length: 532"
"8:35:27.2625122 PM","csgo.exe","17860","CreateFile","C:\Windows\SysWOW64\d3d.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"8:35:27.2626196 PM","csgo.exe","17860","CreateFile","C:\Windows\SysWOW64\d3d.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"8:35:27.3150852 PM","csgo.exe","17860","CreateFile","C:\Windows\SysWOW64\d3d.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"8:35:27.3151926 PM","csgo.exe","17860","CreateFile","C:\Windows\SysWOW64\d3d.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"8:35:27.3617658 PM","csgo.exe","17860","CreateFile","C:\Windows\SysWOW64\d3d.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"8:35:27.3618704 PM","csgo.exe","17860","CreateFile","C:\Windows\SysWOW64\d3d.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"8:35:27.4081816 PM","csgo.exe","17860","CreateFile","C:\Windows\SysWOW64\d3d.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"8:35:27.4082895 PM","csgo.exe","17860","CreateFile","C:\Windows\SysWOW64\d3d.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"8:35:27.4547005 PM","csgo.exe","17860","CreateFile","C:\Windows\SysWOW64\d3d.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"8:35:27.4548079 PM","csgo.exe","17860","CreateFile","C:\Windows\SysWOW64\d3d.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"8:35:27.5018613 PM","csgo.exe","17860","CreateFile","C:\Windows\SysWOW64\d3d.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"8:35:27.5019674 PM","csgo.exe","17860","CreateFile","C:\Windows\SysWOW64\d3d.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"8:35:27.5506909 PM","csgo.exe","17860","CreateFile","C:\Windows\SysWOW64\d3d.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"8:35:27.5507988 PM","csgo.exe","17860","CreateFile","C:\Windows\SysWOW64\d3d.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"8:35:27.6626875 PM","csgo.exe","17860","QueryOpen","A:\SteamLibrary\steamapps\common\Counter-Strike Global Offensive\bin\dbghelp.dll","NAME NOT FOUND",""
"8:35:27.7804690 PM","csgo.exe","17860","CreateFile","C:\Windows\SysWOW64\d3d.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"8:35:27.7805759 PM","csgo.exe","17860","CreateFile","C:\Windows\SysWOW64\d3d.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"8:35:27.8274557 PM","csgo.exe","17860","CreateFile","C:\Windows\SysWOW64\d3d.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"8:35:27.8275622 PM","csgo.exe","17860","CreateFile","C:\Windows\SysWOW64\d3d.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"8:35:27.8754262 PM","csgo.exe","17860","CreateFile","C:\Windows\SysWOW64\d3d.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
